cum_elapsed_time,to,cum_react_time,from,timeout,user_action,token_id,caregiver_feedback,avg_caregiver_assistance_per_move,attempt
3.066,1,21.759,11,1,,715,0,0.0,3
0.0,2,0.0,13,3,,671,0,0.0,3
0.774,3,0.484,7,6,,667,0,0.0,4
0.6,4,13.908,9,6,,661,0,0.0,1
0.0,5,0.0,15,7,,619,0,0.0,2
