cum_elapsed_time,to,cum_react_time,from,timeout,user_action,token_id,caregiver_feedback,avg_caregiver_assistance_per_move,attempt
0.976,1,3.318,7,2,,947,0,0.0,3
1.25,2,14.36,9,2,,693,0,0.0,1
4.301,3,39.498,13,2,,537,0,0.0,4
2.177,4,7.755,6,3,,391,0,0.0,3
0.985,5,3.569,10,3,,373,0,0.0,1
