cum_elapsed_time,to,cum_react_time,from,timeout,user_action,token_id,caregiver_feedback,avg_caregiver_assistance_per_move,attempt
1.812,1,11.898,15,0,,715,0,0.0,1
1.021,2,12.947,17,0,,671,0,0.0,1
0.701,3,8.344,20,0,,667,0,0.0,1
1.656,4,20.329,19,1,,661,0,0.0,3
3.089,5,21.959,7,1,,619,0,0.0,4
