cum_elapsed_time,to,cum_react_time,from,timeout,user_action,token_id,caregiver_feedback,avg_caregiver_assistance_per_move,attempt
2.058,1,14.227,20,0,,715,0,0.0,1
3.569,2,12.151,8,0,,671,0,0.0,2
4.79,3,33.695,7,0,,667,0,0.0,4
3.549,4,8.597,13,0,,661,0,0.0,1
2.364,5,23.857,6,0,,619,0,0.0,2
