cum_elapsed_time,to,cum_react_time,from,timeout,user_action,token_id,caregiver_feedback,avg_caregiver_assistance_per_move,attempt
5.931,1,28.888,8,0,,913,0,0.0,4
0.644,2,0.81,10,1,,753,0,0.0,3
1.737,3,14.837,14,0,,732,0,0.0,2
0.927,4,13.056,13,0,,715,0,0.0,1
5.096,5,18.191,7,0,,710,0,0.0,4
