cum_elapsed_time,to,cum_react_time,from,timeout,user_action,token_id,caregiver_feedback,avg_caregiver_assistance_per_move,attempt
0.217,1,14.734,6,0,,715,0,0.0,1
5.152,2,13.017,8,2,,671,0,0.0,4
1.906,3,8.006,18,4,,667,0,0.0,4
0.657,4,2.075,10,6,,661,0,0.0,2
0.0,5,0.0,12,8,,619,0,0.0,4
