cum_elapsed_time,to,cum_react_time,from,timeout,user_action,token_id,caregiver_feedback,avg_caregiver_assistance_per_move,attempt
5.557,1,8.336,16,0,,1887,0,0.0,2
0.0,2,0.0,18,1,,1565,0,0.0,2
0.508,3,2.89,7,2,,1473,0,0.0,2
2.063,4,10.163,8,2,,1457,0,0.0,2
1.096,5,7.099,11,2,,1305,0,0.0,1
