cum_elapsed_time,to,cum_react_time,from,timeout,user_action,token_id,caregiver_feedback,avg_caregiver_assistance_per_move,attempt
4.3,1,13.197,20,1,,565,0,0.0,4
0.614,2,5.591,7,2,,499,0,0.0,2
5.573,3,30.751,13,3,,321,0,0.0,4
0.922,4,2.458,8,4,,311,0,0.0,2
1.766,5,8.014,18,5,,177,0,0.0,3
