cum_elapsed_time,to,cum_react_time,from,timeout,user_action,token_id,caregiver_feedback,avg_caregiver_assistance_per_move,attempt
9.581,1,45.267,14,0,,715,0,0.0,4
12.955,2,4.967,19,0,,671,0,0.0,4
0.653,3,8.517,8,2,,667,0,0.0,2
2.617,4,21.839,9,2,,661,0,0.0,3
5.87,5,5.917,13,4,,619,0,0.0,4
