cum_elapsed_time,to,cum_react_time,from,timeout,user_action,token_id,caregiver_feedback,avg_caregiver_assistance_per_move,attempt
1.105,1,3.968,9,2,,947,0,0.0,4
5.505,2,19.039,14,2,,693,0,0.0,4
0.718,3,4.528,18,3,,537,0,0.0,2
4.295,4,2.58,10,4,,391,0,0.0,3
0.0,5,0.0,6,5,,373,0,0.0,2
