cum_elapsed_time,to,cum_react_time,from,timeout,user_action,token_id,caregiver_feedback,avg_caregiver_assistance_per_move,attempt
1.336,1,13.312,16,0,,565,0,0.0,2
0.0,2,0.0,11,1,,499,0,0.0,2
4.243,3,15.075,13,2,,321,0,0.0,4
1.866,4,11.096,10,3,,311,0,0.0,3
6.24,5,28.489,15,3,,177,0,0.0,4
