cum_elapsed_time,to,cum_react_time,from,timeout,user_action,token_id,caregiver_feedback,avg_caregiver_assistance_per_move,attempt
3.883,1,24.926,14,0,,947,0,0.0,2
2.704,2,12.931,9,1,,693,0,0.0,3
1.102,3,7.917,10,0,,537,0,0.0,1
0.66,4,7.737,7,0,,391,0,0.0,1
3.944,5,8.651,17,1,,373,0,0.0,4
