cum_elapsed_time,to,cum_react_time,from,timeout,user_action,token_id,caregiver_feedback,avg_caregiver_assistance_per_move,attempt
4.182,1,16.707,20,0,,715,0,0.0,2
1.24,2,2.064,15,2,,671,0,0.0,4
1.774,3,14.092,9,3,,667,0,0.0,3
1.19,4,3.64,17,4,,661,0,0.0,2
0.754,5,12.583,14,4,,619,0,0.0,1
