cum_elapsed_time,to,cum_react_time,from,timeout,user_action,token_id,caregiver_feedback,avg_caregiver_assistance_per_move,attempt
2.13,1,5.192,14,1,,565,0,0.0,2
0.0,2,0.0,17,2,,499,0,0.0,2
1.16,3,9.164,20,2,,321,0,0.0,1
6.815,4,8.251,15,2,,311,0,0.0,2
0.0,5,0.0,6,3,,177,0,0.0,2
