cum_elapsed_time,to,cum_react_time,from,timeout,user_action,token_id,caregiver_feedback,avg_caregiver_assistance_per_move,attempt
0.903,1,0.99,10,0,,565,0,0.0,1
0.71,2,3.702,13,0,,499,0,0.0,1
0.84,3,12.165,16,0,,321,0,0.0,1
0.888,4,5.844,11,0,,311,0,0.0,1
0.627,5,6.307,7,0,,177,0,0.0,1
