cum_elapsed_time,to,cum_react_time,from,timeout,user_action,token_id,caregiver_feedback,avg_caregiver_assistance_per_move,attempt
0.949,1,5.402,6,1,,947,0,0.0,2
1.855,2,2.713,7,3,,693,0,0.0,3
0.84,3,12.77,16,4,,537,0,0.0,2
2.695,4,9.877,18,4,,391,0,0.0,2
2.085,5,12.409,8,4,,373,0,0.0,2
