cum_elapsed_time,to,cum_react_time,from,timeout,user_action,token_id,caregiver_feedback,avg_caregiver_assistance_per_move,attempt
0.814,1,4.816,18,1,,715,0,0.0,2
1.636,2,11.629,12,1,,671,0,0.0,1
1.314,3,12.491,15,1,,667,0,0.0,1
1.77,4,9.512,16,1,,661,0,0.0,1
1.13,5,7.393,20,1,,619,0,0.0,1
