cum_elapsed_time,to,cum_react_time,from,timeout,user_action,token_id,caregiver_feedback,avg_caregiver_assistance_per_move,attempt
1.51,1,0.166,15,2,,947,0,0.0,3
0.491,2,7.08,9,3,,693,0,0.0,2
0.0,3,0.0,19,5,,537,0,0.0,3
0.0,4,0.0,10,7,,391,0,0.0,3
4.741,5,7.817,6,8,,373,0,0.0,3
