cum_elapsed_time,to,cum_react_time,from,timeout,user_action,token_id,caregiver_feedback,avg_caregiver_assistance_per_move,attempt
0.0,1,0.0,13,3,,565,0,0.0,4
1.295,2,8.783,11,6,,499,0,0.0,4
1.138,3,4.474,12,9,,321,0,0.0,4
3.074,4,0.854,15,12,,311,0,0.0,4
0.0,5,0.0,20,15,,177,0,0.0,4
