cum_elapsed_time,to,cum_react_time,from,timeout,user_action,token_id,caregiver_feedback,avg_caregiver_assistance_per_move,attempt
6.944,1,7.241,19,1,,715,0,0.0,4
0.872,2,4.198,16,2,,671,0,0.0,2
0.0,3,0.0,15,3,,667,0,0.0,2
0.0,4,0.0,9,4,,661,0,0.0,4
2.191,5,1.972,10,5,,619,0,0.0,2
