cum_elapsed_time,to,cum_react_time,from,timeout,user_action,token_id,caregiver_feedback,avg_caregiver_assistance_per_move,attempt
1.496,1,7.776,7,0,,565,0,0.0,2
1.188,2,12.608,16,0,,499,0,0.0,1
4.733,3,24.2,18,1,,321,0,0.0,3
0.0,4,0.0,10,2,,311,0,0.0,4
5.199,5,30.516,13,2,,177,0,0.0,4
